to touch,さわる,触る,触ります,触らない,触りません,触った,触りました,触らなかった,触りませんでした,触って,触りまして,触らなくて,触らないで,触りませんで,触り,触ったら,触りましたら,触らなかったら,触りませんでしたら,触れば,触りますなら,触りませば,触らなければ,触らなくちゃ,触らなきゃ,触りませんなら,触れる,触れます,触れない,触れません,触られる,触られます,触られない,触られません,触らせる,触らす,触らせます,触らします,触らせない,触らさない,触らせません,触らしません,触らせられる,触らされる,触らせられます,触らされます,触らせられない,触らされない,触らせられません,触らされません,触ろう,触りましょう,触るまい,触りますまい,触るだろう,触るでしょう,触らないだろう,触らないでしょう,触ったり,触りましたり,触らなかったり,触りませんでしたり,触れ,触りなさい,触るな,触りなさるな,,触らず＋に,触らぬ,,,,,,,,,,,,
to scold,しかる,叱る,叱ります,叱らない,叱りません,叱った,叱りました,叱らなかった,叱りませんでした,叱って,叱りまして,叱らなくて,叱らないで,叱りませんで,叱り,叱ったら,叱りましたら,叱らなかったら,叱りませんでしたら,叱れば,叱りますなら,叱りませば,叱らなければ,叱らなくちゃ,叱らなきゃ,叱りませんなら,叱れる,叱れます,叱れない,叱れません,叱られる,叱られます,叱られない,叱られません,叱らせる,叱らす,叱らせます,叱らします,叱らせない,叱らさない,叱らせません,叱らしません,叱らせられる,叱らされる,叱らせられます,叱らされます,叱らせられない,叱らされない,叱らせられません,叱らされません,叱ろう,叱りましょう,叱るまい,叱りますまい,叱るだろう,叱るでしょう,叱らないだろう,叱らないでしょう,叱ったり,叱りましたり,叱らなかったり,叱りませんでしたり,叱れ,叱りなさい,叱るな,叱りなさるな,,叱らず＋に,叱らぬ,,,,,,,,,,,,
to die,しぬ,死ぬ,死にます,死なない,死にません,死んだ,死にました,死ななかった,死にませんでした,死んで,死にまして,死ななくて,死なないで,死にませんで,死に,死んだら,死にましたら,死ななかったら,死にませんでしたら,死ねば,死にますなら,死にませば,死ななければ,死ななくちゃ,死ななきゃ,死にませんなら,死ねる,死ねます,死ねない,死ねません,死なれる,死なれます,死なれない,死なれません,死なせる,死なす,死なせます,死なします,死なせない,死なさない,死なせません,死なしません,死なせられる,死なされる,死なせられます,死なされます,死なせられない,死なされない,死なせられません,死なされません,死のう,死にましょう,死ぬまい,死にますまい,死ぬだろう,死ぬでしょう,死なないだろう,死なないでしょう,死んだり,死にましたり,死ななかったり,死にませんでしたり,死ね,死になさい,死ぬな,死になさるな,,死なず＋に,死なぬ,,,,,,,,,,,,
to be shut,しまる,閉まる,閉まります,閉まらない,閉まりません,閉まった,閉まりました,閉まらなかった,閉まりませんでした,閉まって,閉まりまして,閉まらなくて,閉まらないで,閉まりませんで,閉まり,閉まったら,閉まりましたら,閉まらなかったら,閉まりませんでしたら,閉まれば,閉まりますなら,閉まりませば,閉まらなければ,閉まらなくちゃ,閉まらなきゃ,閉まりませんなら,閉まれる,閉まれます,閉まれない,閉まれません,閉まられる,閉まられます,閉まられない,閉まられません,閉まらせる,閉まらす,閉まらせます,閉まらします,閉まらせない,閉まらさない,閉まらせません,閉まらしません,閉まらせられる,閉まらされる,閉まらせられます,閉まらされます,閉まらせられない,閉まらされない,閉まらせられません,閉まらされません,閉まろう,閉まりましょう,閉まるまい,閉まりますまい,閉まるだろう,閉まるでしょう,閉まらないだろう,閉まらないでしょう,閉まったり,閉まりましたり,閉まらなかったり,閉まりませんでしたり,閉まれ,閉まりなさい,閉まるな,閉まりなさるな,,閉まらず＋に,閉まらぬ,,,,,,,,,,,,
to tie,しめる,締める,締めります,締めらない,締めりません,締めった,締めりました,締めらなかった,締めりませんでした,締めって,締めりまして,締めらなくて,締めらないで,締めりませんで,締めり,締めったら,締めりましたら,締めらなかったら,締めりませんでしたら,締めれば,締めりますなら,締めりませば,締めらなければ,締めらなくちゃ,締めらなきゃ,締めりませんなら,締めれる,締めれます,締めれない,締めれません,締められる,締められます,締められない,締められません,締めらせる,締めらす,締めらせます,締めらします,締めらせない,締めらさない,締めらせません,締めらしません,締めらせられる,締めらされる,締めらせられます,締めらされます,締めらせられない,締めらされない,締めらせられません,締めらされません,締めろう,締めりましょう,締めるまい,締めりますまい,締めるだろう,締めるでしょう,締めらないだろう,締めらないでしょう,締めったり,締めりましたり,締めらなかったり,締めりませんでしたり,締めれ,締めりなさい,締めるな,締めりなさるな,,締めらず＋に,締めらぬ,,,,,,,,,,,,
to know,しる,知る,知ります,知らない,知りません,知った,知りました,知らなかった,知りませんでした,知って,知りまして,知らなくて,知らないで,知りませんで,知り,知ったら,知りましたら,知らなかったら,知りませんでしたら,知れば,知りますなら,知りませば,知らなければ,知らなくちゃ,知らなきゃ,知りませんなら,知れる,知れます,知れない,知れません,知られる,知られます,知られない,知られません,知らせる,知らす,知らせます,知らします,知らせない,知らさない,知らせません,知らしません,知らせられる,知らされる,知らせられます,知らされます,知らせられない,知らされない,知らせられません,知らされません,知ろう,知りましょう,知るまい,知りますまい,知るだろう,知るでしょう,知らないだろう,知らないでしょう,知ったり,知りましたり,知らなかったり,知りませんでしたり,知れ,知りなさい,知るな,知りなさるな,,知らず＋に,知らぬ,,,,,,,,,,,,
to advance,すすむ,進む,進みます,進まない,進みません,進んだ,進みました,進まなかった,進みませんでした,進んで,進みまして,進まなくて,進まないで,進みませんで,進み,進んだら,進みましたら,進まなかったら,進みませんでしたら,進めば,進みますなら,進みませば,進まなければ,進まなくちゃ,進まなきゃ,進みませんなら,進める,進めます,進めない,進めません,進まれる,進まれます,進まれない,進まれません,進ませる,進ます,進ませます,進まします,進ませない,進まさない,進ませません,進ましません,進ませられる,進まされる,進ませられます,進まされます,進ませられない,進まされない,進ませられません,進まされません,進もう,進みましょう,進むまい,進みますまい,進むだろう,進むでしょう,進まないだろう,進まないでしょう,進んだり,進みましたり,進まなかったり,進みませんでしたり,進め,進みなさい,進むな,進みなさるな,,進まず＋に,進まぬ,,,,,,,,,,,,
to glide,すべる,滑る,滑ります,滑らない,滑りません,滑った,滑りました,滑らなかった,滑りませんでした,滑って,滑りまして,滑らなくて,滑らないで,滑りませんで,滑り,滑ったら,滑りましたら,滑らなかったら,滑りませんでしたら,滑れば,滑りますなら,滑りませば,滑らなければ,滑らなくちゃ,滑らなきゃ,滑りませんなら,滑れる,滑れます,滑れない,滑れません,滑られる,滑られます,滑られない,滑られません,滑らせる,滑らす,滑らせます,滑らします,滑らせない,滑らさない,滑らせません,滑らしません,滑らせられる,滑らされる,滑らせられます,滑らされます,滑らせられない,滑らされない,滑らせられません,滑らされません,滑ろう,滑りましょう,滑るまい,滑りますまい,滑るだろう,滑るでしょう,滑らないだろう,滑らないでしょう,滑ったり,滑りましたり,滑らなかったり,滑りませんでしたり,滑れ,滑りなさい,滑るな,滑りなさるな,,滑らず＋に,滑らぬ,,,,,,,,,,,,
to smoke,すう,吸う,吸います,吸わない,吸いません,吸った,吸いました,吸わなかった,吸いませんでした,吸って,吸いまして,吸わなくて,吸わないで,吸いませんで,吸い,吸ったら,吸いましたら,吸わなかったら,吸いませんでしたら,吸えば,吸いますなら,吸いませば,吸わなければ,吸わなくちゃ,吸わなきゃ,吸いませんなら,吸える,吸えます,吸えない,吸えません,吸われる,吸われます,吸われない,吸われません,吸わせる,吸わす,吸わせます,吸わします,吸わせない,吸わさない,吸わせません,吸わしません,吸わせられる,吸わされる,吸わせられます,吸わされます,吸わせられない,吸わされない,吸わせられません,吸わされません,吸おう,吸いましょう,吸うまい,吸いますまい,吸うだろう,吸うでしょう,吸わないだろう,吸わないでしょう,吸ったり,吸いましたり,吸わなかったり,吸いませんでしたり,吸え,吸いなさい,吸うな,吸いなさるな,,吸わず＋に,吸わぬ,,,,,,,,,,,,
to live (of humans),すむ,住む,住みます,住まない,住みません,住んだ,住みました,住まなかった,住みませんでした,住んで,住みまして,住まなくて,住まないで,住みませんで,住み,住んだら,住みましたら,住まなかったら,住みませんでしたら,住めば,住みますなら,住みませば,住まなければ,住まなくちゃ,住まなきゃ,住みませんなら,住める,住めます,住めない,住めません,住まれる,住まれます,住まれない,住まれません,住ませる,住ます,住ませます,住まします,住ませない,住まさない,住ませません,住ましません,住ませられる,住まされる,住ませられます,住まされます,住ませられない,住まされない,住ませられません,住まされません,住もう,住みましょう,住むまい,住みますまい,住むだろう,住むでしょう,住まないだろう,住まないでしょう,住んだり,住みましたり,住まなかったり,住みませんでしたり,住め,住みなさい,住むな,住みなさるな,,住まず＋に,住まぬ,,,,,,,,,,,,
to finish,すむ,済む,済みます,済まない,済みません,済んだ,済みました,済まなかった,済みませんでした,済んで,済みまして,済まなくて,済まないで,済みませんで,済み,済んだら,済みましたら,済まなかったら,済みませんでしたら,済めば,済みますなら,済みませば,済まなければ,済まなくちゃ,済まなきゃ,済みませんなら,済める,済めます,済めない,済めません,済まれる,済まれます,済まれない,済まれません,済ませる,済ます,済ませます,済まします,済ませない,済まさない,済ませません,済ましません,済ませられる,済まされる,済ませられます,済まされます,済ませられない,済まされない,済ませられません,済まされません,済もう,済みましょう,済むまい,済みますまい,済むだろう,済むでしょう,済まないだろう,済まないでしょう,済んだり,済みましたり,済まなかったり,済みませんでしたり,済め,済みなさい,済むな,済みなさるな,,済まず＋に,済まぬ,,,,,,,,,,,,
to sit,すわる,座る,座ります,座らない,座りません,座った,座りました,座らなかった,座りませんでした,座って,座りまして,座らなくて,座らないで,座りませんで,座り,座ったら,座りましたら,座らなかったら,座りませんでしたら,座れば,座りますなら,座りませば,座らなければ,座らなくちゃ,座らなきゃ,座りませんなら,座れる,座れます,座れない,座れません,座られる,座られます,座られない,座られません,座らせる,座らす,座らせます,座らします,座らせない,座らさない,座らせません,座らしません,座らせられる,座らされる,座らせられます,座らされます,座らせられない,座らされない,座らせられません,座らされません,座ろう,座りましょう,座るまい,座りますまい,座るだろう,座るでしょう,座らないだろう,座らないでしょう,座ったり,座りましたり,座らなかったり,座りませんでしたり,座れ,座りなさい,座るな,座りなさるな,,座らず＋に,座らぬ,,,,,,,,,,,,
to raise,そだてる,育てる,育てります,育てらない,育てりません,育てった,育てりました,育てらなかった,育てりませんでした,育てって,育てりまして,育てらなくて,育てらないで,育てりませんで,育てり,育てったら,育てりましたら,育てらなかったら,育てりませんでしたら,育てれば,育てりますなら,育てりませば,育てらなければ,育てらなくちゃ,育てらなきゃ,育てりませんなら,育てれる,育てれます,育てれない,育てれません,育てられる,育てられます,育てられない,育てられません,育てらせる,育てらす,育てらせます,育てらします,育てらせない,育てらさない,育てらせません,育てらしません,育てらせられる,育てらされる,育てらせられます,育てらされます,育てらせられない,育てらされない,育てらせられません,育てらされません,育てろう,育てりましょう,育てるまい,育てりますまい,育てるだろう,育てるでしょう,育てらないだろう,育てらないでしょう,育てったり,育てりましたり,育てらなかったり,育てりませんでしたり,育てれ,育てりなさい,育てるな,育てりなさるな,,育てらず＋に,育てらぬ,,,,,,,,,,,,
to take out,だす,出す,出します,出さない,出しません,出した,出しました,出さなかった,出しませんでした,出して,出しまして,出さなくて,出さないで,出しませんで,出し,出したら,出しましたら,出さなかったら,出しませんでしたら,出せば,出しますなら,出しませば,出さなければ,出さなくちゃ,出さなきゃ,出しませんなら,出せる,出せます,出せない,出せません,出される,出されます,出されない,出されません,出させる,出さす,出させます,出さします,出させない,出ささない,出させません,出さしません,出させられる,出さされる,出させられます,出さされます,出させられない,出さされない,出させられません,出さされません,出そう,出しましょう,出すまい,出しますまい,出すだろう,出すでしょう,出さないだろう,出さないでしょう,出したり,出しましたり,出さなかったり,出しませんでしたり,出せ,出しなさい,出すな,出しなさるな,,出さず＋に,出さぬ,,,,,,,,,,,,
立つto stand,たつ,立つ,立ちます,立たない,立ちません,立った,立ちました,立たなかった,立ちませんでした,立って,立ちまして,立たなくて,立たないで,立ちませんで,立ち,立ったら,立ちましたら,立たなかったら,立ちませんでしたら,立てば,立ちますなら,立ちませば,立たなければ,立たなくちゃ,立たなきゃ,立ちませんなら,立てる,立てます,立てない,立てません,立たれる,立たれます,立たれない,立たれません,立たせる,立たす,立たせます,立たします,立たせない,立たさない,立たせません,立たしません,立たせられる,立たされる,立たせられます,立たされます,立たせられない,立たされない,立たせられません,立たされません,立とう,立ちましょう,立つまい,立ちますまい,立つだろう,立つでしょう,立たないだろう,立たないでしょう,立ったり,立ちましたり,立たなかったり,立ちませんでしたり,立て,立ちなさい,立つな,立ちなさるな,,立たず＋に,立たぬ,,,,,,,,,,,,
to add (numbers),たす,足す,足します,足さない,足しません,足した,足しました,足さなかった,足しませんでした,足して,足しまして,足さなくて,足さないで,足しませんで,足し,足したら,足しましたら,足さなかったら,足しませんでしたら,足せば,足しますなら,足しませば,足さなければ,足さなくちゃ,足さなきゃ,足しませんなら,足せる,足せます,足せない,足せません,足される,足されます,足されない,足されません,足させる,足さす,足させます,足さします,足させない,足ささない,足させません,足さしません,足させられる,足さされる,足させられます,足さされます,足させられない,足さされない,足させられません,足さされません,足そう,足しましょう,足すまい,足しますまい,足すだろう,足すでしょう,足さないだろう,足さないでしょう,足したり,足しましたり,足さなかったり,足しませんでしたり,足せ,足しなさい,足すな,足しなさるな,,足さず＋に,足さぬ,,,,,,,,,,,,
to visit,たずねる,訪ねる,訪ねります,訪ねらない,訪ねりません,訪ねった,訪ねりました,訪ねらなかった,訪ねりませんでした,訪ねって,訪ねりまして,訪ねらなくて,訪ねらないで,訪ねりませんで,訪ねり,訪ねったら,訪ねりましたら,訪ねらなかったら,訪ねりませんでしたら,訪ねれば,訪ねりますなら,訪ねりませば,訪ねらなければ,訪ねらなくちゃ,訪ねらなきゃ,訪ねりませんなら,訪ねれる,訪ねれます,訪ねれない,訪ねれません,訪ねられる,訪ねられます,訪ねられない,訪ねられません,訪ねらせる,訪ねらす,訪ねらせます,訪ねらします,訪ねらせない,訪ねらさない,訪ねらせません,訪ねらしません,訪ねらせられる,訪ねらされる,訪ねらせられます,訪ねらされます,訪ねらせられない,訪ねらされない,訪ねらせられません,訪ねらされません,訪ねろう,訪ねりましょう,訪ねるまい,訪ねりますまい,訪ねるだろう,訪ねるでしょう,訪ねらないだろう,訪ねらないでしょう,訪ねったり,訪ねりましたり,訪ねらなかったり,訪ねりませんでしたり,訪ねれ,訪ねりなさい,訪ねるな,訪ねりなさるな,,訪ねらず＋に,訪ねらぬ,,,,,,,,,,,,
to ask,たずねる,尋ねる,尋ねります,尋ねらない,尋ねりません,尋ねった,尋ねりました,尋ねらなかった,尋ねりませんでした,尋ねって,尋ねりまして,尋ねらなくて,尋ねらないで,尋ねりませんで,尋ねり,尋ねったら,尋ねりましたら,尋ねらなかったら,尋ねりませんでしたら,尋ねれば,尋ねりますなら,尋ねりませば,尋ねらなければ,尋ねらなくちゃ,尋ねらなきゃ,尋ねりませんなら,尋ねれる,尋ねれます,尋ねれない,尋ねれません,尋ねられる,尋ねられます,尋ねられない,尋ねられません,尋ねらせる,尋ねらす,尋ねらせます,尋ねらします,尋ねらせない,尋ねらさない,尋ねらせません,尋ねらしません,尋ねらせられる,尋ねらされる,尋ねらせられます,尋ねらされます,尋ねらせられない,尋ねらされない,尋ねらせられません,尋ねらされません,尋ねろう,尋ねりましょう,尋ねるまい,尋ねりますまい,尋ねるだろう,尋ねるでしょう,尋ねらないだろう,尋ねらないでしょう,尋ねったり,尋ねりましたり,尋ねらなかったり,尋ねりませんでしたり,尋ねれ,尋ねりなさい,尋ねるな,尋ねりなさるな,,尋ねらず＋に,尋ねらぬ,,,,,,,,,,,,
to build,たてる,建てる,建てります,建てらない,建てりません,建てった,建てりました,建てらなかった,建てりませんでした,建てって,建てりまして,建てらなくて,建てらないで,建てりませんで,建てり,建てったら,建てりましたら,建てらなかったら,建てりませんでしたら,建てれば,建てりますなら,建てりませば,建てらなければ,建てらなくちゃ,建てらなきゃ,建てりませんなら,建てれる,建てれます,建てれない,建てれません,建てられる,建てられます,建てられない,建てられません,建てらせる,建てらす,建てらせます,建てらします,建てらせない,建てらさない,建てらせません,建てらしません,建てらせられる,建てらされる,建てらせられます,建てらされます,建てらせられない,建てらされない,建てらせられません,建てらされません,建てろう,建てりましょう,建てるまい,建てりますまい,建てるだろう,建てるでしょう,建てらないだろう,建てらないでしょう,建てったり,建てりましたり,建てらなかったり,建てりませんでしたり,建てれ,建てりなさい,建てるな,建てりなさるな,,建てらず＋に,建てらぬ,,,,,,,,,,,,
to enjoy (oneself),たのしむ,楽しむ,楽しみます,楽しまない,楽しみません,楽しんだ,楽しみました,楽しまなかった,楽しみませんでした,楽しんで,楽しみまして,楽しまなくて,楽しまないで,楽しみませんで,楽しみ,楽しんだら,楽しみましたら,楽しまなかったら,楽しみませんでしたら,楽しめば,楽しみますなら,楽しみませば,楽しまなければ,楽しまなくちゃ,楽しまなきゃ,楽しみませんなら,楽しめる,楽しめます,楽しめない,楽しめません,楽しまれる,楽しまれます,楽しまれない,楽しまれません,楽しませる,楽します,楽しませます,楽しまします,楽しませない,楽しまさない,楽しませません,楽しましません,楽しませられる,楽しまされる,楽しませられます,楽しまされます,楽しませられない,楽しまされない,楽しませられません,楽しまされません,楽しもう,楽しみましょう,楽しむまい,楽しみますまい,楽しむだろう,楽しむでしょう,楽しまないだろう,楽しまないでしょう,楽しんだり,楽しみましたり,楽しまなかったり,楽しみませんでしたり,楽しめ,楽しみなさい,楽しむな,楽しみなさるな,,楽しまず＋に,楽しまぬ,,,,,,,,,,,,
to request,たのむ,頼む,頼みます,頼まない,頼みません,頼んだ,頼みました,頼まなかった,頼みませんでした,頼んで,頼みまして,頼まなくて,頼まないで,頼みませんで,頼み,頼んだら,頼みましたら,頼まなかったら,頼みませんでしたら,頼めば,頼みますなら,頼みませば,頼まなければ,頼まなくちゃ,頼まなきゃ,頼みませんなら,頼める,頼めます,頼めない,頼めません,頼まれる,頼まれます,頼まれない,頼まれません,頼ませる,頼ます,頼ませます,頼まします,頼ませない,頼まさない,頼ませません,頼ましません,頼ませられる,頼まされる,頼ませられます,頼まされます,頼ませられない,頼まされない,頼ませられません,頼まされません,頼もう,頼みましょう,頼むまい,頼みますまい,頼むだろう,頼むでしょう,頼まないだろう,頼まないでしょう,頼んだり,頼みましたり,頼まなかったり,頼みませんでしたり,頼め,頼みなさい,頼むな,頼みなさるな,,頼まず＋に,頼まぬ,,,,,,,,,,,,
to differ (from),ちがう,違う,違います,違わない,違いません,違った,違いました,違わなかった,違いませんでした,違って,違いまして,違わなくて,違わないで,違いませんで,違い,違ったら,違いましたら,違わなかったら,違いませんでしたら,違えば,違いますなら,違いませば,違わなければ,違わなくちゃ,違わなきゃ,違いませんなら,違える,違えます,違えない,違えません,違われる,違われます,違われない,違われません,違わせる,違わす,違わせます,違わします,違わせない,違わさない,違わせません,違わしません,違わせられる,違わされる,違わせられます,違わされます,違わせられない,違わされない,違わせられません,違わされません,違おう,違いましょう,違うまい,違いますまい,違うだろう,違うでしょう,違わないだろう,違わないでしょう,違ったり,違いましたり,違わなかったり,違いませんでしたり,違え,違いなさい,違うな,違いなさるな,,違わず＋に,違わぬ,,,,,,,,,,,,
"to use (a thing, method, etc.);  to make use of;  to put to use",つかう,使う,使います,使わない,使いません,使った,使いました,使わなかった,使いませんでした,使って,使いまして,使わなくて,使わないで,使いませんで,使い,使ったら,使いましたら,使わなかったら,使いませんでしたら,使えば,使いますなら,使いませば,使わなければ,使わなくちゃ,使わなきゃ,使いませんなら,使える,使えます,使えない,使えません,使われる,使われます,使われない,使われません,使わせる,使わす,使わせます,使わします,使わせない,使わさない,使わせません,使わしません,使わせられる,使わされる,使わせられます,使わされます,使わせられない,使わされない,使わせられません,使わされません,使おう,使いましょう,使うまい,使いますまい,使うだろう,使うでしょう,使わないだろう,使わないでしょう,使ったり,使いましたり,使わなかったり,使いませんでしたり,使え,使いなさい,使うな,使いなさるな,,使わず＋に,使わぬ,,,,,,,,,,,,
to arrive at,つく,着く,着きます,着かない,着きません,着いた,着きました,着かなかった,着きませんでした,着いて,着きまして,着かなくて,着かないで,着きませんで,着き,着いたら,着きましたら,着かなかったら,着きませんでしたら,着けば,着きますなら,着きませば,着かなければ,着かなくちゃ,着かなきゃ,着きませんなら,着ける,着けます,着けない,着けません,着かれる,着かれます,着かれない,着かれません,着かせる,着かす,着かせます,着かします,着かせない,着かさない,着かせません,着かしません,着かせられる,着かされる,着かせられます,着かされます,着かせられない,着かされない,着かせられません,着かされません,着こう,着きましょう,着くまい,着きますまい,着くだろう,着くでしょう,着かないだろう,着かないでしょう,着いたり,着きましたり,着かなかったり,着きませんでしたり,着け,着きなさい,着くな,着きなさるな,,着かず＋に,着かぬ,,,,,,,,,,,,
to make,つくる,作る,作ります,作らない,作りません,作った,作りました,作らなかった,作りませんでした,作って,作りまして,作らなくて,作らないで,作りませんで,作り,作ったら,作りましたら,作らなかったら,作りませんでしたら,作れば,作りますなら,作りませば,作らなければ,作らなくちゃ,作らなきゃ,作りませんなら,作れる,作れます,作れない,作れません,作られる,作られます,作られない,作られません,作らせる,作らす,作らせます,作らします,作らせない,作らさない,作らせません,作らしません,作らせられる,作らされる,作らせられます,作らされます,作らせられない,作らされない,作らせられません,作らされません,作ろう,作りましょう,作るまい,作りますまい,作るだろう,作るでしょう,作らないだろう,作らないでしょう,作ったり,作りましたり,作らなかったり,作りませんでしたり,作れ,作りなさい,作るな,作りなさるな,,作らず＋に,作らぬ,,,,,,,,,,,,
to catch,つかまえる,捕まえる,捕まえります,捕まえらない,捕まえりません,捕まえった,捕まえりました,捕まえらなかった,捕まえりませんでした,捕まえって,捕まえりまして,捕まえらなくて,捕まえらないで,捕まえりませんで,捕まえり,捕まえったら,捕まえりましたら,捕まえらなかったら,捕まえりませんでしたら,捕まえれば,捕まえりますなら,捕まえりませば,捕まえらなければ,捕まえらなくちゃ,捕まえらなきゃ,捕まえりませんなら,捕まえれる,捕まえれます,捕まえれない,捕まえれません,捕まえられる,捕まえられます,捕まえられない,捕まえられません,捕まえらせる,捕まえらす,捕まえらせます,捕まえらします,捕まえらせない,捕まえらさない,捕まえらせません,捕まえらしません,捕まえらせられる,捕まえらされる,捕まえらせられます,捕まえらされます,捕まえらせられない,捕まえらされない,捕まえらせられません,捕まえらされません,捕まえろう,捕まえりましょう,捕まえるまい,捕まえりますまい,捕まえるだろう,捕まえるでしょう,捕まえらないだろう,捕まえらないでしょう,捕まえったり,捕まえりましたり,捕まえらなかったり,捕まえりませんでしたり,捕まえれ,捕まえりなさい,捕まえるな,捕まえりなさるな,,捕まえらず＋に,捕まえらぬ,,,,,,,,,,,,
to be attached,つく,付く,付きます,付かない,付きません,付いた,付きました,付かなかった,付きませんでした,付いて,付きまして,付かなくて,付かないで,付きませんで,付き,付いたら,付きましたら,付かなかったら,付きませんでしたら,付けば,付きますなら,付きませば,付かなければ,付かなくちゃ,付かなきゃ,付きませんなら,付ける,付けます,付けない,付けません,付かれる,付かれます,付かれない,付かれません,付かせる,付かす,付かせます,付かします,付かせない,付かさない,付かせません,付かしません,付かせられる,付かされる,付かせられます,付かされます,付かせられない,付かされない,付かせられません,付かされません,付こう,付きましょう,付くまい,付きますまい,付くだろう,付くでしょう,付かないだろう,付かないでしょう,付いたり,付きましたり,付かなかったり,付きませんでしたり,付け,付きなさい,付くな,付きなさるな,,付かず＋に,付かぬ,,,,,,,,,,,,
to soak,つける,漬ける,漬けります,漬けらない,漬けりません,漬けった,漬けりました,漬けらなかった,漬けりませんでした,漬けって,漬けりまして,漬けらなくて,漬けらないで,漬けりませんで,漬けり,漬けったら,漬けりましたら,漬けらなかったら,漬けりませんでしたら,漬ければ,漬けりますなら,漬けりませば,漬けらなければ,漬けらなくちゃ,漬けらなきゃ,漬けりませんなら,漬けれる,漬けれます,漬けれない,漬けれません,漬けられる,漬けられます,漬けられない,漬けられません,漬けらせる,漬けらす,漬けらせます,漬けらします,漬けらせない,漬けらさない,漬けらせません,漬けらしません,漬けらせられる,漬けらされる,漬けらせられます,漬けらされます,漬けらせられない,漬けらされない,漬けらせられません,漬けらされません,漬けろう,漬けりましょう,漬けるまい,漬けりますまい,漬けるだろう,漬けるでしょう,漬けらないだろう,漬けらないでしょう,漬けったり,漬けりましたり,漬けらなかったり,漬けりませんでしたり,漬けれ,漬けりなさい,漬けるな,漬けりなさるな,,漬けらず＋に,漬けらぬ,,,,,,,,,,,,
to convey,つたえる,伝える,伝えります,伝えらない,伝えりません,伝えった,伝えりました,伝えらなかった,伝えりませんでした,伝えって,伝えりまして,伝えらなくて,伝えらないで,伝えりませんで,伝えり,伝えったら,伝えりましたら,伝えらなかったら,伝えりませんでしたら,伝えれば,伝えりますなら,伝えりませば,伝えらなければ,伝えらなくちゃ,伝えらなきゃ,伝えりませんなら,伝えれる,伝えれます,伝えれない,伝えれません,伝えられる,伝えられます,伝えられない,伝えられません,伝えらせる,伝えらす,伝えらせます,伝えらします,伝えらせない,伝えらさない,伝えらせません,伝えらしません,伝えらせられる,伝えらされる,伝えらせられます,伝えらされます,伝えらせられない,伝えらされない,伝えらせられません,伝えらされません,伝えろう,伝えりましょう,伝えるまい,伝えりますまい,伝えるだろう,伝えるでしょう,伝えらないだろう,伝えらないでしょう,伝えったり,伝えりましたり,伝えらなかったり,伝えりませんでしたり,伝えれ,伝えりなさい,伝えるな,伝えりなさるな,,伝えらず＋に,伝えらぬ,,,,,,,,,,,,
to continue,つづく,続く,続きます,続かない,続きません,続いた,続きました,続かなかった,続きませんでした,続いて,続きまして,続かなくて,続かないで,続きませんで,続き,続いたら,続きましたら,続かなかったら,続きませんでしたら,続けば,続きますなら,続きませば,続かなければ,続かなくちゃ,続かなきゃ,続きませんなら,続ける,続けます,続けない,続けません,続かれる,続かれます,続かれない,続かれません,続かせる,続かす,続かせます,続かします,続かせない,続かさない,続かせません,続かしません,続かせられる,続かされる,続かせられます,続かされます,続かせられない,続かされない,続かせられません,続かされません,続こう,続きましょう,続くまい,続きますまい,続くだろう,続くでしょう,続かないだろう,続かないでしょう,続いたり,続きましたり,続かなかったり,続きませんでしたり,続け,続きなさい,続くな,続きなさるな,,続かず＋に,続かぬ,,,,,,,,,,,,
to wrap up,つつむ,包む,包みます,包まない,包みません,包んだ,包みました,包まなかった,包みませんでした,包んで,包みまして,包まなくて,包まないで,包みませんで,包み,包んだら,包みましたら,包まなかったら,包みませんでしたら,包めば,包みますなら,包みませば,包まなければ,包まなくちゃ,包まなきゃ,包みませんなら,包める,包めます,包めない,包めません,包まれる,包まれます,包まれない,包まれません,包ませる,包ます,包ませます,包まします,包ませない,包まさない,包ませません,包ましません,包ませられる,包まされる,包ませられます,包まされます,包ませられない,包まされない,包ませられません,包まされません,包もう,包みましょう,包むまい,包みますまい,包むだろう,包むでしょう,包まないだろう,包まないでしょう,包んだり,包みましたり,包まなかったり,包みませんでしたり,包め,包みなさい,包むな,包みなさるな,,包まず＋に,包まぬ,,,,,,,,,,,,
to fish,つる,釣る,釣ります,釣らない,釣りません,釣った,釣りました,釣らなかった,釣りませんでした,釣って,釣りまして,釣らなくて,釣らないで,釣りませんで,釣り,釣ったら,釣りましたら,釣らなかったら,釣りませんでしたら,釣れば,釣りますなら,釣りませば,釣らなければ,釣らなくちゃ,釣らなきゃ,釣りませんなら,釣れる,釣れます,釣れない,釣れません,釣られる,釣られます,釣られない,釣られません,釣らせる,釣らす,釣らせます,釣らします,釣らせない,釣らさない,釣らせません,釣らしません,釣らせられる,釣らされる,釣らせられます,釣らされます,釣らせられない,釣らされない,釣らせられません,釣らされません,釣ろう,釣りましょう,釣るまい,釣りますまい,釣るだろう,釣るでしょう,釣らないだろう,釣らないでしょう,釣ったり,釣りましたり,釣らなかったり,釣りませんでしたり,釣れ,釣りなさい,釣るな,釣りなさるな,,釣らず＋に,釣らぬ,,,,,,,,,,,,
